RecDate,watershed,ppt
1/14/1997,002C,.
1/14/1997,004B,.
1/14/1997,020B,.
1/14/1997,HQ,0.20
1/14/1997,HQ02,0.00
1/14/1997,K01B,.
1/14/1997,N01B,.
1/14/1997,N02B,.
1/14/1997,N4DF,.
1/14/1997,N4DU,.
1/14/1997,R01A,.
1/24/1997,002C,.
1/24/1997,004B,.
1/24/1997,020B,.
1/24/1997,HQ,1.80
1/24/1997,HQ02,1.70
1/24/1997,K01B,.
1/24/1997,N01B,.
1/24/1997,N02B,.
1/24/1997,N4DF,.
1/24/1997,N4DU,.
1/24/1997,R01A,.
2/3/1997,002C,.
2/3/1997,004B,.
2/3/1997,020B,.
2/3/1997,HQ,10.00
2/3/1997,HQ02,7.00
2/3/1997,K01B,.
2/3/1997,N01B,.
2/3/1997,N02B,.
2/3/1997,N4DF,.
2/3/1997,N4DU,.
2/3/1997,R01A,.
2/6/1997,002C,.
2/6/1997,004B,.
2/6/1997,020B,.
2/6/1997,HQ,5.50
2/6/1997,HQ02,5.70
2/6/1997,K01B,.
2/6/1997,N01B,.
2/6/1997,N02B,.
2/6/1997,N4DF,.
2/6/1997,N4DU,.
2/6/1997,R01A,.
2/7/1997,002C,.
2/7/1997,004B,.
2/7/1997,020B,.
2/7/1997,HQ,3.80
2/7/1997,HQ02,3.90
2/7/1997,K01B,.
2/7/1997,N01B,.
2/7/1997,N02B,.
2/7/1997,N4DF,.
2/7/1997,N4DU,.
2/7/1997,R01A,.
2/19/1997,002C,.
2/19/1997,004B,.
2/19/1997,020B,.
2/19/1997,HQ,0.70
2/19/1997,HQ02,1.00
2/19/1997,K01B,.
2/19/1997,N01B,.
2/19/1997,N02B,.
2/19/1997,N4DF,.
2/19/1997,N4DU,.
2/19/1997,R01A,.
2/20/1997,002C,.
2/20/1997,004B,.
2/20/1997,020B,.
2/20/1997,HQ,33.60
2/20/1997,HQ02,35.00
2/20/1997,K01B,.
2/20/1997,N01B,.
2/20/1997,N02B,.
2/20/1997,N4DF,.
2/20/1997,N4DU,.
2/20/1997,R01A,.
2/21/1997,002C,.
2/21/1997,004B,.
2/21/1997,020B,.
2/21/1997,HQ,16.60
2/21/1997,HQ02,14.50
2/21/1997,K01B,.
2/21/1997,N01B,.
2/21/1997,N02B,.
2/21/1997,N4DF,.
2/21/1997,N4DU,.
2/21/1997,R01A,.
2/25/1997,002C,.
2/25/1997,004B,.
2/25/1997,020B,.
2/25/1997,HQ,0.30
2/25/1997,HQ02,0.00
2/25/1997,K01B,.
2/25/1997,N01B,.
2/25/1997,N02B,.
2/25/1997,N4DF,.
2/25/1997,N4DU,.
2/25/1997,R01A,.
2/26/1997,002C,.
2/26/1997,004B,.
2/26/1997,020B,.
2/26/1997,HQ,8.90
2/26/1997,HQ02,11.50
2/26/1997,K01B,.
2/26/1997,N01B,.
2/26/1997,N02B,.
2/26/1997,N4DF,.
2/26/1997,N4DU,.
2/26/1997,R01A,.
3/1/1997,002C,.
3/1/1997,004B,.
3/1/1997,020B,.
3/1/1997,HQ,1.50
3/1/1997,HQ02,1.50
3/1/1997,K01B,.
3/1/1997,N01B,.
3/1/1997,N02B,.
3/1/1997,N4DF,.
3/1/1997,N4DU,.
3/1/1997,R01A,.
3/9/1997,002C,.
3/9/1997,004B,.
3/9/1997,020B,.
3/9/1997,HQ,0.30
3/9/1997,HQ02,0.30
3/9/1997,K01B,.
3/9/1997,N01B,.
3/9/1997,N02B,.
3/9/1997,N4DF,.
3/9/1997,N4DU,.
3/9/1997,R01A,.
3/13/1997,002C,.
3/13/1997,004B,.
3/13/1997,020B,.
3/13/1997,HQ,0.20
3/13/1997,HQ02,0.00
3/13/1997,K01B,.
3/13/1997,N01B,.
3/13/1997,N02B,.
3/13/1997,N4DF,.
3/13/1997,N4DU,.
3/13/1997,R01A,.
3/15/1997,002C,.
3/15/1997,004B,.
3/15/1997,020B,.
3/15/1997,HQ,0.60
3/15/1997,HQ02,0.00
3/15/1997,K01B,.
3/15/1997,N01B,.
3/15/1997,N02B,.
3/15/1997,N4DF,.
3/15/1997,N4DU,.
3/15/1997,R01A,.
3/17/1997,002C,.
3/17/1997,004B,.
3/17/1997,020B,.
3/17/1997,HQ,0.20
3/17/1997,HQ02,0.00
3/17/1997,K01B,.
3/17/1997,N01B,.
3/17/1997,N02B,.
3/17/1997,N4DF,.
3/17/1997,N4DU,.
3/17/1997,R01A,.
3/29/1997,002C,.
3/29/1997,004B,.
3/29/1997,020B,.
3/29/1997,HQ,1.30
3/29/1997,HQ02,1.00
3/29/1997,K01B,.
3/29/1997,N01B,.
3/29/1997,N02B,.
3/29/1997,N4DF,.
3/29/1997,N4DU,.
3/29/1997,R01A,.
4/2/1997,002C,18.20
4/2/1997,004B,.
4/2/1997,020B,18.50
4/2/1997,HQ,21.20
4/2/1997,HQ02,17.20
4/2/1997,K01B,20.20
4/2/1997,N01B,18.90
4/2/1997,N02B,25.90
4/2/1997,N4DF,23.00
4/2/1997,N4DU,21.30
4/2/1997,R01A,.
4/4/1997,002C,11.50
4/4/1997,004B,.
4/4/1997,020B,18.00
4/4/1997,HQ,13.60
4/4/1997,HQ02,12.00
4/4/1997,K01B,11.50
4/4/1997,N01B,12.00
4/4/1997,N02B,9.50
4/4/1997,N4DF,11.80
4/4/1997,N4DU,10.00
4/4/1997,R01A,.
4/5/1997,002C,4.20
4/5/1997,004B,.
4/5/1997,020B,5.20
4/5/1997,HQ,3.10
4/5/1997,HQ02,2.50
4/5/1997,K01B,4.70
4/5/1997,N01B,3.20
4/5/1997,N02B,2.40
4/5/1997,N4DF,3.50
4/5/1997,N4DU,5.20
4/5/1997,R01A,.
4/9/1997,002C,0.00
4/9/1997,004B,0.00
4/9/1997,020B,0.00
4/9/1997,HQ,0.60
4/9/1997,HQ02,0.00
4/9/1997,K01B,0.00
4/9/1997,N01B,0.00
4/9/1997,N02B,0.00
4/9/1997,N4DF,0.00
4/9/1997,N4DU,0.00
4/9/1997,R01A,0.30
4/10/1997,002C,33.00
4/10/1997,004B,40.00
4/10/1997,020B,39.00
4/10/1997,HQ,32.20
4/10/1997,HQ02,34.40
4/10/1997,K01B,36.50
4/10/1997,N01B,39.20
4/10/1997,N02B,33.50
4/10/1997,N4DF,41.00
4/10/1997,N4DU,39.50
4/10/1997,R01A,29.60
4/11/1997,002C,13.50
4/11/1997,004B,10.50
4/11/1997,020B,18.00
4/11/1997,HQ,15.30
4/11/1997,HQ02,13.00
4/11/1997,K01B,9.10
4/11/1997,N01B,10.50
4/11/1997,N02B,10.00
4/11/1997,N4DF,13.00
4/11/1997,N4DU,9.50
4/11/1997,R01A,12.30
4/12/1997,002C,2.00
4/12/1997,004B,6.50
4/12/1997,020B,3.00
4/12/1997,HQ,0.00
4/12/1997,HQ02,2.90
4/12/1997,K01B,3.40
4/12/1997,N01B,3.80
4/12/1997,N02B,4.00
4/12/1997,N4DF,.
4/12/1997,N4DU,4.00
4/12/1997,R01A,3.70
4/20/1997,002C,0.10
4/20/1997,004B,0.00
4/20/1997,020B,0.00
4/20/1997,HQ,0.10
4/20/1997,HQ02,0.00
4/20/1997,K01B,0.00
4/20/1997,N01B,0.00
4/20/1997,N02B,0.00
4/20/1997,N4DF,0.00
4/20/1997,N4DU,0.00
4/20/1997,R01A,0.20
4/21/1997,002C,0.00
4/21/1997,004B,0.00
4/21/1997,020B,0.00
4/21/1997,HQ,0.10
4/21/1997,HQ02,0.00
4/21/1997,K01B,0.00
4/21/1997,N01B,0.00
4/21/1997,N02B,0.00
4/21/1997,N4DF,0.00
4/21/1997,N4DU,0.00
4/21/1997,R01A,0.00
4/22/1997,002C,9.00
4/22/1997,004B,7.50
4/22/1997,020B,9.50
4/22/1997,HQ,5.20
4/22/1997,HQ02,5.50
4/22/1997,K01B,6.00
4/22/1997,N01B,6.20
4/22/1997,N02B,4.00
4/22/1997,N4DF,5.00
4/22/1997,N4DU,8.50
4/22/1997,R01A,1.50
4/23/1997,002C,0.00
4/23/1997,004B,0.00
4/23/1997,020B,0.00
4/23/1997,HQ,0.20
4/23/1997,HQ02,0.00
4/23/1997,K01B,0.00
4/23/1997,N01B,0.00
4/23/1997,N02B,0.00
4/23/1997,N4DF,0.00
4/23/1997,N4DU,0.00
4/23/1997,R01A,0.00
4/26/1997,002C,0.00
4/26/1997,004B,0.00
4/26/1997,020B,0.00
4/26/1997,HQ,0.60
4/26/1997,HQ02,0.50
4/26/1997,K01B,0.00
4/26/1997,N01B,0.00
4/26/1997,N02B,0.00
4/26/1997,N4DF,0.00
4/26/1997,N4DU,0.00
4/26/1997,R01A,0.00
4/30/1997,002C,14.10
4/30/1997,004B,14.00
4/30/1997,020B,18.80
4/30/1997,HQ,16.30
4/30/1997,HQ02,15.70
4/30/1997,K01B,13.60
4/30/1997,N01B,13.80
4/30/1997,N02B,11.10
4/30/1997,N4DF,14.00
4/30/1997,N4DU,13.20
4/30/1997,R01A,8.90
5/1/1997,002C,4.00
5/1/1997,004B,8.90
5/1/1997,020B,18.20
5/1/1997,HQ,11.80
5/1/1997,HQ02,11.50
5/1/1997,K01B,10.60
5/1/1997,N01B,2.20
5/1/1997,N02B,9.50
5/1/1997,N4DF,11.50
5/1/1997,N4DU,9.30
5/1/1997,R01A,3.10
5/2/1997,002C,7.80
5/2/1997,004B,2.10
5/2/1997,020B,1.20
5/2/1997,HQ,1.40
5/2/1997,HQ02,1.00
5/2/1997,K01B,2.60
5/2/1997,N01B,0.00
5/2/1997,N02B,3.30
5/2/1997,N4DF,5.20
5/2/1997,N4DU,2.90
5/2/1997,R01A,7.50
5/7/1997,002C,21.20
5/7/1997,004B,13.50
5/7/1997,020B,28.00
5/7/1997,HQ,9.80
5/7/1997,HQ02,9.00
5/7/1997,K01B,19.00
5/7/1997,N01B,21.80
5/7/1997,N02B,10.60
5/7/1997,N4DF,17.50
5/7/1997,N4DU,18.40
5/7/1997,R01A,6.70
5/12/1997,002C,0.20
5/12/1997,004B,0.00
5/12/1997,020B,0.00
5/12/1997,HQ,0.20
5/12/1997,HQ02,0.00
5/12/1997,K01B,0.00
5/12/1997,N01B,0.20
5/12/1997,N02B,0.00
5/12/1997,N4DF,0.00
5/12/1997,N4DU,0.00
5/12/1997,R01A,0.00
5/17/1997,002C,6.80
5/17/1997,004B,0.00
5/17/1997,020B,3.10
5/17/1997,HQ,0.40
5/17/1997,HQ02,0.00
5/17/1997,K01B,1.50
5/17/1997,N01B,1.40
5/17/1997,N02B,0.00
5/17/1997,N4DF,0.00
5/17/1997,N4DU,0.00
5/17/1997,R01A,0.30
5/18/1997,002C,2.40
5/18/1997,004B,0.50
5/18/1997,020B,4.40
5/18/1997,HQ,0.80
5/18/1997,HQ02,0.30
5/18/1997,K01B,0.20
5/18/1997,N01B,0.80
5/18/1997,N02B,0.00
5/18/1997,N4DF,0.00
5/18/1997,N4DU,1.00
5/18/1997,R01A,0.70
5/19/1997,002C,9.10
5/19/1997,004B,7.00
5/19/1997,020B,8.00
5/19/1997,HQ,5.50
5/19/1997,HQ02,7.20
5/19/1997,K01B,5.90
5/19/1997,N01B,6.00
5/19/1997,N02B,4.00
5/19/1997,N4DF,7.10
5/19/1997,N4DU,7.00
5/19/1997,R01A,6.30
5/24/1997,002C,2.40
5/24/1997,004B,1.30
5/24/1997,020B,1.80
5/24/1997,HQ,1.80
5/24/1997,HQ02,1.70
5/24/1997,K01B,1.90
5/24/1997,N01B,2.00
5/24/1997,N02B,1.10
5/24/1997,N4DF,1.80
5/24/1997,N4DU,1.50
5/24/1997,R01A,0.60
5/25/1997,002C,11.40
5/25/1997,004B,22.00
5/25/1997,020B,12.80
5/25/1997,HQ,25.00
5/25/1997,HQ02,24.30
5/25/1997,K01B,12.70
5/25/1997,N01B,12.20
5/25/1997,N02B,16.10
5/25/1997,N4DF,28.50
5/25/1997,N4DU,19.10
5/25/1997,R01A,14.40
5/26/1997,002C,3.00
5/26/1997,004B,0.00
5/26/1997,020B,0.00
5/26/1997,HQ,0.00
5/26/1997,HQ02,0.00
5/26/1997,K01B,0.00
5/26/1997,N01B,0.00
5/26/1997,N02B,0.00
5/26/1997,N4DF,0.00
5/26/1997,N4DU,0.00
5/26/1997,R01A,0.00
5/29/1997,002C,9.80
5/29/1997,004B,10.20
5/29/1997,020B,13.00
5/29/1997,HQ,10.80
5/29/1997,HQ02,9.50
5/29/1997,K01B,10.80
5/29/1997,N01B,10.90
5/29/1997,N02B,8.20
5/29/1997,N4DF,9.40
5/29/1997,N4DU,10.50
5/29/1997,R01A,3.00
5/30/1997,002C,5.00
5/30/1997,004B,4.00
5/30/1997,020B,3.10
5/30/1997,HQ,4.10
5/30/1997,HQ02,4.30
5/30/1997,K01B,3.10
5/30/1997,N01B,3.30
5/30/1997,N02B,3.70
5/30/1997,N4DF,4.00
5/30/1997,N4DU,4.00
5/30/1997,R01A,4.10
6/4/1997,002C,0.80
6/4/1997,004B,0.30
6/4/1997,020B,0.50
6/4/1997,HQ,0.80
6/4/1997,HQ02,0.50
6/4/1997,K01B,0.30
6/4/1997,N01B,0.30
6/4/1997,N02B,0.70
6/4/1997,N4DF,0.70
6/4/1997,N4DU,0.60
6/4/1997,R01A,0.40
6/5/1997,002C,0.30
6/5/1997,004B,0.00
6/5/1997,020B,0.00
6/5/1997,HQ,0.20
6/5/1997,HQ02,0.00
6/5/1997,K01B,0.00
6/5/1997,N01B,0.00
6/5/1997,N02B,0.00
6/5/1997,N4DF,0.00
6/5/1997,N4DU,0.00
6/5/1997,R01A,0.50
6/11/1997,002C,0.00
6/11/1997,004B,0.00
6/11/1997,020B,0.00
6/11/1997,HQ,6.30
6/11/1997,HQ02,0.20
6/11/1997,K01B,0.40
6/11/1997,N01B,0.40
6/11/1997,N02B,0.00
6/11/1997,N4DF,0.30
6/11/1997,N4DU,0.00
6/11/1997,R01A,0.00
6/12/1997,002C,12.10
6/12/1997,004B,8.90
6/12/1997,020B,10.40
6/12/1997,HQ,1.90
6/12/1997,HQ02,8.10
6/12/1997,K01B,8.50
6/12/1997,N01B,8.10
6/12/1997,N02B,4.90
6/12/1997,N4DF,7.30
6/12/1997,N4DU,9.50
6/12/1997,R01A,5.40
6/15/1997,002C,6.50
6/15/1997,004B,4.00
6/15/1997,020B,4.20
6/15/1997,HQ,3.20
6/15/1997,HQ02,3.10
6/15/1997,K01B,5.10
6/15/1997,N01B,5.20
6/15/1997,N02B,1.60
6/15/1997,N4DF,4.40
6/15/1997,N4DU,4.10
6/15/1997,R01A,1.40
6/19/1997,002C,0.00
6/19/1997,004B,0.00
6/19/1997,020B,0.00
6/19/1997,HQ,0.20
6/19/1997,HQ02,0.00
6/19/1997,K01B,0.00
6/19/1997,N01B,0.00
6/19/1997,N02B,0.00
6/19/1997,N4DF,0.00
6/19/1997,N4DU,0.00
6/19/1997,R01A,0.10
6/23/1997,002C,3.10
6/23/1997,004B,1.80
6/23/1997,020B,2.70
6/23/1997,HQ,2.20
6/23/1997,HQ02,2.10
6/23/1997,K01B,2.20
6/23/1997,N01B,2.10
6/23/1997,N02B,1.00
6/23/1997,N4DF,2.10
6/23/1997,N4DU,1.20
6/23/1997,R01A,0.80
6/24/1997,002C,5.10
6/24/1997,004B,4.30
6/24/1997,020B,6.20
6/24/1997,HQ,5.40
6/24/1997,HQ02,5.00
6/24/1997,K01B,4.90
6/24/1997,N01B,4.60
6/24/1997,N02B,4.00
6/24/1997,N4DF,5.00
6/24/1997,N4DU,4.30
6/24/1997,R01A,2.00
6/26/1997,002C,2.00
6/26/1997,004B,1.90
6/26/1997,020B,1.00
6/26/1997,HQ,0.00
6/26/1997,HQ02,0.00
6/26/1997,K01B,0.00
6/26/1997,N01B,1.20
6/26/1997,N02B,0.00
6/26/1997,N4DF,0.40
6/26/1997,N4DU,1.00
6/26/1997,R01A,0.70
6/29/1997,002C,2.50
6/29/1997,004B,0.00
6/29/1997,020B,1.20
6/29/1997,HQ,1.80
6/29/1997,HQ02,1.20
6/29/1997,K01B,0.80
6/29/1997,N01B,0.90
6/29/1997,N02B,0.90
6/29/1997,N4DF,0.70
6/29/1997,N4DU,0.90
6/29/1997,R01A,1.10
7/8/1997,002C,42.80
7/8/1997,004B,48.30
7/8/1997,020B,55.00
7/8/1997,HQ,49.90
7/8/1997,HQ02,50.00
7/8/1997,K01B,48.80
7/8/1997,N01B,49.00
7/8/1997,N02B,44.10
7/8/1997,N4DF,50.20
7/8/1997,N4DU,50.10
7/8/1997,R01A,40.00
7/11/1997,002C,2.20
7/11/1997,004B,0.00
7/11/1997,020B,1.90
7/11/1997,HQ,1.30
7/11/1997,HQ02,1.00
7/11/1997,K01B,1.20
7/11/1997,N01B,1.50
7/11/1997,N02B,0.60
7/11/1997,N4DF,1.20
7/11/1997,N4DU,1.20
7/11/1997,R01A,1.00
7/13/1997,002C,1.00
7/13/1997,004B,0.00
7/13/1997,020B,0.00
7/13/1997,HQ,1.00
7/13/1997,HQ02,1.00
7/13/1997,K01B,0.20
7/13/1997,N01B,0.20
7/13/1997,N02B,0.00
7/13/1997,N4DF,0.50
7/13/1997,N4DU,0.30
7/13/1997,R01A,0.30
7/16/1997,002C,0.00
7/16/1997,004B,0.00
7/16/1997,020B,0.20
7/16/1997,HQ,0.00
7/16/1997,HQ02,0.00
7/16/1997,K01B,0.00
7/16/1997,N01B,0.00
7/16/1997,N02B,0.00
7/16/1997,N4DF,1.00
7/16/1997,N4DU,0.00
7/16/1997,R01A,0.00
7/20/1997,002C,3.30
7/20/1997,004B,0.00
7/20/1997,020B,1.30
7/20/1997,HQ,0.60
7/20/1997,HQ02,0.80
7/20/1997,K01B,2.00
7/20/1997,N01B,1.50
7/20/1997,N02B,1.00
7/20/1997,N4DF,1.60
7/20/1997,N4DU,2.00
7/20/1997,R01A,0.80
7/28/1997,002C,22.10
7/28/1997,004B,17.40
7/28/1997,020B,23.40
7/28/1997,HQ,21.20
7/28/1997,HQ02,21.00
7/28/1997,K01B,22.90
7/28/1997,N01B,21.90
7/28/1997,N02B,22.00
7/28/1997,N4DF,19.30
7/28/1997,N4DU,16.90
7/28/1997,R01A,11.10
8/2/1997,002C,2.10
8/2/1997,004B,2.10
8/2/1997,020B,2.50
8/2/1997,HQ,3.00
8/2/1997,HQ02,3.00
8/2/1997,K01B,3.80
8/2/1997,N01B,2.90
8/2/1997,N02B,1.90
8/2/1997,N4DF,3.10
8/2/1997,N4DU,2.20
8/2/1997,R01A,1.00
8/3/1997,002C,1.00
8/3/1997,004B,0.00
8/3/1997,020B,1.00
8/3/1997,HQ,1.50
8/3/1997,HQ02,1.60
8/3/1997,K01B,1.60
8/3/1997,N01B,1.20
8/3/1997,N02B,0.00
8/3/1997,N4DF,1.20
8/3/1997,N4DU,0.80
8/3/1997,R01A,0.50
8/6/1997,002C,1.20
8/6/1997,004B,0.00
8/6/1997,020B,1.00
8/6/1997,HQ,1.00
8/6/1997,HQ02,0.00
8/6/1997,K01B,0.00
8/6/1997,N01B,0.00
8/6/1997,N02B,0.00
8/6/1997,N4DF,0.00
8/6/1997,N4DU,0.00
8/6/1997,R01A,0.70
8/11/1997,002C,0.20
8/11/1997,004B,0.00
8/11/1997,020B,0.00
8/11/1997,HQ,0.20
8/11/1997,HQ02,2.10
8/11/1997,K01B,1.20
8/11/1997,N01B,0.00
8/11/1997,N02B,0.00
8/11/1997,N4DF,0.00
8/11/1997,N4DU,0.00
8/11/1997,R01A,0.10
8/12/1997,002C,8.90
8/12/1997,004B,12.50
8/12/1997,020B,2 10.3
8/12/1997,HQ,24.00
8/12/1997,HQ02,23.00
8/12/1997,K01B,5.00
8/12/1997,N01B,12.10
8/12/1997,N02B,10.10
8/12/1997,N4DF,10.20
8/12/1997,N4DU,13.40
8/12/1997,R01A,9.30
8/14/1997,002C,4.40
8/14/1997,004B,5.80
8/14/1997,020B,5.60
8/14/1997,HQ,6.00
8/14/1997,HQ02,6.40
8/14/1997,K01B,6.10
8/14/1997,N01B,7.10
8/14/1997,N02B,4.20
8/14/1997,N4DF,5.40
8/14/1997,N4DU,6.00
8/14/1997,R01A,6.20
8/16/1997,002C,36.40
8/16/1997,004B,33.20
8/16/1997,020B,33.20
8/16/1997,HQ,28.20
8/16/1997,HQ02,27.60
8/16/1997,K01B,24.00
8/16/1997,N01B,25.80
8/16/1997,N02B,27.60
8/16/1997,N4DF,32.20
8/16/1997,N4DU,30.20
8/16/1997,R01A,0.00
8/17/1997,002C,0.00
8/17/1997,004B,8.00
8/17/1997,020B,8.80
8/17/1997,HQ,7.50
8/17/1997,HQ02,7.80
8/17/1997,K01B,10.00
8/17/1997,N01B,10.00
8/17/1997,N02B,9.00
8/17/1997,N4DF,9.30
8/17/1997,N4DU,9.00
8/17/1997,R01A,40.10
8/18/1997,002C,0.00
8/18/1997,004B,13.50
8/18/1997,020B,17.20
8/18/1997,HQ,9.00
8/18/1997,HQ02,10.00
8/18/1997,K01B,16.80
8/18/1997,N01B,16.50
8/18/1997,N02B,10.90
8/18/1997,N4DF,14.90
8/18/1997,N4DU,15.00
8/18/1997,R01A,12.80
8/19/1997,002C,0.00
8/19/1997,004B,45.10
8/19/1997,020B,67.10
8/19/1997,HQ,28.80
8/19/1997,HQ02,30.20
8/19/1997,K01B,48.40
8/19/1997,N01B,45.80
8/19/1997,N02B,32.30
8/19/1997,N4DF,38.20
8/19/1997,N4DU,48.30
8/19/1997,R01A,54.20
8/21/1997,002C,0.60
8/21/1997,004B,0.00
8/21/1997,020B,0.00
8/21/1997,HQ,0.30
8/21/1997,HQ02,0.00
8/21/1997,K01B,0.00
8/21/1997,N01B,0.00
8/21/1997,N02B,0.00
8/21/1997,N4DF,0.00
8/21/1997,N4DU,0.00
8/21/1997,R01A,0.20
8/22/1997,002C,0.70
8/22/1997,004B,0.00
8/22/1997,020B,0.20
8/22/1997,HQ,0.40
8/22/1997,HQ02,0.20
8/22/1997,K01B,0.20
8/22/1997,N01B,0.20
8/22/1997,N02B,0.00
8/22/1997,N4DF,0.20
8/22/1997,N4DU,0.30
8/22/1997,R01A,0.30
8/30/1997,002C,7.30
8/30/1997,004B,6.00
8/30/1997,020B,7.80
8/30/1997,HQ,6.50
8/30/1997,HQ02,6.10
8/30/1997,K01B,6.00
8/30/1997,N01B,5.50
8/30/1997,N02B,3.30
8/30/1997,N4DF,6.10
8/30/1997,N4DU,5.80
8/30/1997,R01A,3.10
9/7/1997,002C,15.00
9/7/1997,004B,12.10
9/7/1997,020B,14.60
9/7/1997,HQ,9.90
9/7/1997,HQ02,9.70
9/7/1997,K01B,0.00
9/7/1997,N01B,10.80
9/7/1997,N02B,10.10
9/7/1997,N4DF,10.20
9/7/1997,N4DU,12.50
9/7/1997,R01A,10.90
9/8/1997,002C,10.10
9/8/1997,004B,11.00
9/8/1997,020B,9.90
9/8/1997,HQ,0.00
9/8/1997,HQ02,15.10
9/8/1997,K01B,3.80
9/8/1997,N01B,3.00
9/8/1997,N02B,6.70
9/8/1997,N4DF,4.10
9/8/1997,N4DU,7.60
9/8/1997,R01A,8.30
9/9/1997,002C,0.00
9/9/1997,004B,4.10
9/9/1997,020B,2.90
9/9/1997,HQ,15.70
9/9/1997,HQ02,1.00
9/9/1997,K01B,2.10
9/9/1997,N01B,5.30
9/9/1997,N02B,6.30
9/9/1997,N4DF,5.20
9/9/1997,N4DU,6.10
9/9/1997,R01A,0.00
9/12/1997,002C,0.80
9/12/1997,004B,2.70
9/12/1997,020B,3.20
9/12/1997,HQ,3.80
9/12/1997,HQ02,3.90
9/12/1997,K01B,2.20
9/12/1997,N01B,2.00
9/12/1997,N02B,1.10
9/12/1997,N4DF,0.90
9/12/1997,N4DU,1.40
9/12/1997,R01A,0.20
9/13/1997,002C,4.10
9/13/1997,004B,2.10
9/13/1997,020B,2.20
9/13/1997,HQ,3.50
9/13/1997,HQ02,3.10
9/13/1997,K01B,1.70
9/13/1997,N01B,3.20
9/13/1997,N02B,1.00
9/13/1997,N4DF,2.40
9/13/1997,N4DU,3.10
9/13/1997,R01A,1.00
9/20/1997,002C,5.10
9/20/1997,004B,2.20
9/20/1997,020B,5.20
9/20/1997,HQ,2.90
9/20/1997,HQ02,2.30
9/20/1997,K01B,2.60
9/20/1997,N01B,2.30
9/20/1997,N02B,1.20
9/20/1997,N4DF,2.70
9/20/1997,N4DU,2.80
9/20/1997,R01A,1.20
9/22/1997,002C,22.80
9/22/1997,004B,21.00
9/22/1997,020B,29.30
9/22/1997,HQ,18.60
9/22/1997,HQ02,19.10
9/22/1997,K01B,24.50
9/22/1997,N01B,24.00
9/22/1997,N02B,14.40
9/22/1997,N4DF,21.60
9/22/1997,N4DU,21.80
9/22/1997,R01A,12.30
9/23/1997,002C,14.90
9/23/1997,004B,12.00
9/23/1997,020B,14.70
9/23/1997,HQ,12.90
9/23/1997,HQ02,12.40
9/23/1997,K01B,11.50
9/23/1997,N01B,10.10
9/23/1997,N02B,11.00
9/23/1997,N4DF,10.10
9/23/1997,N4DU,10.70
9/23/1997,R01A,12.80
9/24/1997,002C,11.00
9/24/1997,004B,14.30
9/24/1997,020B,14.90
9/24/1997,HQ,15.00
9/24/1997,HQ02,14.70
9/24/1997,K01B,13.40
9/24/1997,N01B,12.60
9/24/1997,N02B,14.70
9/24/1997,N4DF,13.60
9/24/1997,N4DU,15.60
9/24/1997,R01A,22.20
10/8/1997,002C,19.30
10/8/1997,004B,24.10
10/8/1997,020B,24.80
10/8/1997,HQ,33.50
10/8/1997,HQ02,33.70
10/8/1997,K01B,19.60
10/8/1997,N01B,18.60
10/8/1997,N02B,26.00
10/8/1997,N4DF,26.00
10/8/1997,N4DU,24.70
10/8/1997,R01A,17.50
10/11/1997,002C,1.10
10/11/1997,004B,2.00
10/11/1997,020B,4.80
10/11/1997,HQ,0.40
10/11/1997,HQ02,1.20
10/11/1997,K01B,2.90
10/11/1997,N01B,2.00
10/11/1997,N02B,0.00
10/11/1997,N4DF,0.00
10/11/1997,N4DU,2.80
10/11/1997,R01A,9.00
10/12/1997,002C,29.60
10/12/1997,004B,24.50
10/12/1997,020B,40.30
10/12/1997,HQ,27.40
10/12/1997,HQ02,26.10
10/12/1997,K01B,20.00
10/12/1997,N01B,26.00
10/12/1997,N02B,27.60
10/12/1997,N4DF,29.00
10/12/1997,N4DU,24.20
10/12/1997,R01A,18.50
10/24/1997,002C,0.00
10/24/1997,004B,0.00
10/24/1997,020B,0.00
10/24/1997,HQ,0.20
10/24/1997,HQ02,0.00
10/24/1997,K01B,0.00
10/24/1997,N01B,0.00
10/24/1997,N02B,0.00
10/24/1997,N4DF,0.00
10/24/1997,N4DU,0.00
10/24/1997,R01A,0.00
10/25/1997,002C,22.00
10/25/1997,004B,29.90
10/25/1997,020B,38.50
10/25/1997,HQ,25.30
10/25/1997,HQ02,27.00
10/25/1997,K01B,25.80
10/25/1997,N01B,27.10
10/25/1997,N02B,25.00
10/25/1997,N4DF,30.10
10/25/1997,N4DU,28.10
10/25/1997,R01A,18.30
10/26/1997,002C,16.00
10/26/1997,004B,11.00
10/26/1997,020B,17.10
10/26/1997,HQ,10.50
10/26/1997,HQ02,10.50
10/26/1997,K01B,5.00
10/26/1997,N01B,9.90
10/26/1997,N02B,10.80
10/26/1997,N4DF,12.60
10/26/1997,N4DU,10.10
10/26/1997,R01A,13.80
11/2/1997,002C,0.00
11/2/1997,004B,0.00
11/2/1997,020B,0.00
11/2/1997,HQ,0.30
11/2/1997,HQ02,0.00
11/2/1997,K01B,0.00
11/2/1997,N01B,0.00
11/2/1997,N02B,0.00
11/2/1997,N4DF,0.00
11/2/1997,N4DU,0.00
11/2/1997,R01A,0.20
11/5/1997,002C,.
11/5/1997,004B,.
11/5/1997,020B,.
11/5/1997,HQ,1.00
11/5/1997,HQ02,1.80
11/5/1997,K01B,.
11/5/1997,N01B,.
